zip,lat,long,county,state,n
,,,,,
98250,48.53,-123.06,San Juan,WA,1
,,,,,
22124,38.89,-77.3,Fairfax,VA,1
,,,,,
85132,32.95,-111.23,Pinal,AZ,2
,,,,,
94705,37.86,-122.24,Alameda,CA,42
,,,,,
95437,39.47,-123.63,Mendocino,CA,3
,,,,,
32725,28.9,-81.2,Volusia,FL,1
,,,,,
75218,32.79,-96.76,Dallas,TX,1
,,,,,
10010,40.71,-73.99,New York,NY,1
,,,,,
49014,42.29,-85.22,Calhoun,MI,1
,,,,,
72110,35.15,-92.74,Conway,AR,1
,,,,,
92506,33.92,-117.36,Riverside,CA,3
,,,,,
92879,33.87,-117.53,Riverside,CA,1
,,,,,
94706,37.88,-122.29,Alameda,CA,32
,,,,,
682,18.2,-67.14,,PR,1
,,,,,
13207,43.04,-76.14,Onondaga,NY,1
,,,,,
68130,41.26,-96.01,Douglas,NE,1
,,,,,
85373,33.68,-112.31,Maricopa,AZ,1
,,,,,
95973,39.9,-121.83,Butte,CA,2
,,,,,
96817,21.3,-157.85,Honolulu,HI,3
,,,,,
48315,42.62,-83.02,Macomb,MI,1
,,,,,
54701,44.82,-91.49,Eau Claire,WI,2
,,,,,
70401,30.5,-90.46,Tangipahoa Parish,LA,1
,,,,,
80241,39.76,-104.87,Adams,CO,1
,,,,,
87418,36.92,-108.19,San Juan,NM,1
,,,,,
3303,43.23,-71.56,Merrimack,NH,1
,,,,,
32712,28.68,-81.51,Orange,FL,1
,,,,,
34685,28.08,-82.76,Pinellas,FL,1
,,,,,
90266,33.88,-118.4,Los Angeles,CA,2
,,,,,
94609,37.83,-122.26,Alameda,CA,20
,,,,,
95054,37.39,-121.96,Santa Clara,CA,2
,,,,,
33901,26.63,-81.85,Lee,FL,1
,,,,,
54235,44.83,-87.37,Door,WI,1
,,,,,
77008,29.76,-95.38,Harris,TX,1
,,,,,
91942,32.78,-117.01,San Diego,CA,1
,,,,,
94065,37.53,-122.24,San Mateo,CA,8
,,,,,
94553,37.98,-122.15,Contra Costa,CA,20
,,,,,
96786,21.5,-158.02,Honolulu,HI,1
,,,,,
12834,43.08,-73.49,Washington,NY,1
,,,,,
10025,40.71,-73.99,New York,NY,1
,,,,,
19096,39.99,-75.27,Montgomery,PA,1
,,,,,
46226,39.77,-86.14,Marion,IN,2
,,,,,
94525,38.04,-122.23,Contra Costa,CA,2
,,,,,
22043,38.88,-77.17,Fairfax,VA,1
,,,,,
62939,37.55,-88.97,Johnson,IL,1
,,,,,
92869,33.79,-117.78,Orange,CA,1
,,,,,
94924,37.94,-122.73,Marin,CA,2
,,,,,
46366,41.21,-86.77,Starke,IN,1
,,,,,
19001,40.12,-75.12,Montgomery,PA,1
,,,,,
20015,38.89,-77.03,District of Columbia,DC,2
,,,,,
33912,26.63,-81.85,Lee,FL,1
,,,,,
56031,43.64,-94.45,Martin,MN,1
,,,,,
59803,46.76,-113.97,Missoula,MT,1
,,,,,
75229,32.79,-96.76,Dallas,TX,1
,,,,,
87113,35.11,-106.62,Bernalillo,NM,1
,,,,,
92646,33.66,-117.97,Orange,CA,1
,,,,,
19805,39.73,-75.53,New Castle,DE,1
,,,,,
32224,30.33,-81.65,Duval,FL,1
,,,,,
43206,39.98,-82.98,Franklin,OH,1
,,,,,
48463,43.16,-83.52,Genesee,MI,1
,,,,,
85224,33.32,-111.87,Maricopa,AZ,1
,,,,,
87505,35.67,-105.95,Santa Fe,NM,1
,,,,,
1501,42.2,-71.83,Worcester,MA,1
,,,,,
20602,38.64,-76.9,Charles,MD,1
,,,,,
20110,38.74,-77.48,Manassas City,VA,1
,,,,,
30024,34.05,-84.07,Gwinnett,GA,1
,,,,,
30028,34.2,-84.13,Forsyth,GA,1
,,,,,
77845,30.6,-96.31,Brazos,TX,1
,,,,,
92104,32.73,-117.12,San Diego,CA,3
,,,,,
93423,35.48,-120.64,San Luis Obispo,CA,1
,,,,,
94580,37.68,-122.13,Alameda,CA,9
,,,,,
2138,42.37,-71.11,Middlesex,MA,3
,,,,,
18708,41.31,-75.95,Luzerne,PA,1
,,,,,
33967,26.47,-81.8,Lee,FL,1
,,,,,
49459,43.71,-86.12,Oceana,MI,1
,,,,,
95023,36.89,-121.24,San Benito,CA,5
,,,,,
95131,37.38,-121.9,Santa Clara,CA,4
,,,,,
97302,44.9,-123.06,Marion,OR,2
,,,,,
99203,47.62,-117.4,Spokane,WA,2
,,,,,
2421,42.44,-71.23,Middlesex,MA,3
,,,,,
7052,40.79,-74.26,Essex,NJ,1
,,,,,
23185,37.27,-76.7,Williamsburg City,VA,1
,,,,,
28590,35.52,-77.39,Pitt,NC,1
,,,,,
54935,43.77,-88.44,Fond Du Lac,WI,1
,,,,,
90745,33.82,-118.26,Los Angeles,CA,1
,,,,,
94563,37.89,-122.19,Contra Costa,CA,33
,,,,,
1886,42.58,-71.43,Middlesex,MA,1
,,,,,
8326,39.52,-74.93,Atlantic,NJ,1
,,,,,
8401,39.36,-74.42,Atlantic,NJ,1
,,,,,
46567,41.42,-85.74,Kosciusko,IN,1
,,,,,
53555,43.31,-89.53,Columbia,WI,1
,,,,,
94915,37.95,-122.5,Marin,CA,2
,,,,,
96142,39.02,-120.14,El Dorado,CA,1
,,,,,
6824,41.13,-73.28,Fairfield,CT,2
,,,,,
94579,37.68,-122.15,Alameda,CA,2
,,,,,
4578,44.01,-69.67,Lincoln,ME,1
,,,,,
19428,40.07,-75.3,Montgomery,PA,1
,,,,,
21102,39.65,-76.89,Carroll,MD,1
,,,,,
30083,33.8,-84.17,Dekalb,GA,1
,,,,,
70068,30.12,-90.46,St John the Baptist Parish,LA,1
,,,,,
95014,37.3,-122.09,Santa Clara,CA,18
,,,,,
8823,40.44,-74.54,Somerset,NJ,1
,,,,,
53076,43.27,-88.21,Washington,WI,1
,,,,,
64134,39.09,-94.58,Jackson,MO,1
,,,,,
5408,44.48,-73.27,Chittenden,VT,1
,,,,,
37380,35.01,-85.71,Marion,TN,1
,,,,,
60008,42.07,-88.02,Cook,IL,1
,,,,,
80231,39.76,-104.87,Arapahoe,CO,1
,,,,,
97520,42.15,-122.53,Jackson,OR,2
,,,,,
21046,39.2,-76.85,Howard,MD,2
,,,,,
74955,35.46,-94.8,Sequoyah,OK,1
,,,,,
24401,38.15,-79.06,Staunton City,VA,1
,,,,,
20886,39.18,-77.19,Montgomery,MD,1
,,,,,
43964,40.46,-80.6,Jefferson,OH,1
,,,,,
72531,36.31,-92.09,Baxter,AR,1
,,,,,
11558,40.6,-73.64,Nassau,NY,1
,,,,,
33612,27.95,-82.48,Hillsborough,FL,1
,,,,,
54922,44.53,-88.72,Outagamie,WI,1
,,,,,
94025,37.45,-122.17,San Mateo,CA,53
,,,,,
19904,39.15,-75.51,Kent,DE,1
,,,,,
94119,37.78,-122.45,San Francisco,CA,1
,,,,,
96792,21.44,-158.18,Honolulu,HI,2
,,,,,
1730,42.48,-71.26,Middlesex,MA,1
,,,,,
22911,38.03,-78.48,Albemarle,VA,1
,,,,,
34748,28.8,-81.88,Lake,FL,1
,,,,,
30328,33.93,-84.38,Fulton,GA,1
,,,,,
53590,43.18,-89.23,Dane,WI,2
,,,,,
61115,42.36,-89.03,Winnebago,IL,1
,,,,,
78414,27.8,-97.39,Nueces,TX,1
,,,,,
80031,39.88,-105.05,Adams,CO,1
,,,,,
19460,40.13,-75.51,Chester,PA,1
,,,,,
30340,33.89,-84.25,Dekalb,GA,1
,,,,,
56347,45.97,-94.86,Todd,MN,1
,,,,,
78542,26.35,-98.11,Hidalgo,TX,1
,,,,,
89436,39.64,-119.69,Washoe,NV,2
,,,,,
92028,33.39,-117.29,San Diego,CA,2
,,,,,
94589,38.13,-122.25,Solano,CA,3
,,,,,
95366,37.75,-121.12,San Joaquin,CA,2
,,,,,
95758,38.34,-121.42,Sacramento,CA,5
,,,,,
98026,47.83,-122.32,Snohomish,WA,1
,,,,,
18020,40.62,-75.36,Northampton,PA,1
,,,,,
24015,37.27,-79.95,Roanoke City,VA,1
,,,,,
32784,28.92,-81.66,Lake,FL,1
,,,,,
55126,44.94,-93.1,Ramsey,MN,2
,,,,,
91311,34.28,-118.61,Los Angeles,CA,1
,,,,,
95436,38.48,-122.9,Sonoma,CA,4
,,,,,
97701,44.07,-121.25,Deschutes,OR,13
,,,,,
46517,41.68,-85.96,Elkhart,IN,1
,,,,,
75032,32.92,-96.45,Rockwall,TX,1
,,,,,
15090,40.63,-80.05,Allegheny,PA,1
,,,,,
49958,46.82,-88.63,Baraga,MI,1
,,,,,
53012,43.29,-87.98,Ozaukee,WI,1
,,,,,
89134,36.19,-115.31,Clark,NV,1
,,,,,
94508,38.57,-122.44,Napa,CA,3
,,,,,
33437,26.52,-80.08,Palm Beach,FL,1
,,,,,
59911,47.88,-113.87,Lake,MT,1
,,,,,
60614,41.83,-87.68,Cook,IL,3
,,,,,
93723,36.77,-119.95,Fresno,CA,1
,,,,,
95033,37.13,-121.94,Santa Clara,CA,7
,,,,,
10562,41.15,-73.87,Westchester,NY,3
,,,,,
52002,42.5,-90.69,Dubuque,IA,1
,,,,,
78705,30.26,-97.74,Travis,TX,1
,,,,,
46060,40.05,-86.03,Hamilton,IN,1
,,,,,
52778,41.58,-91.02,Muscatine,IA,1
,,,,,
90720,33.79,-118.06,Orange,CA,1
,,,,,
92373,34,-117.12,San Bernardino,CA,1
,,,,,
95932,39.27,-122.05,Colusa,CA,1
,,,,,
11109,40.74,-73.93,Queens,NY,1
,,,,,
1026,42.46,-72.9,Hampshire,MA,1
,,,,,
80209,39.76,-104.87,Denver,CO,1
,,,,,
87144,35.32,-106.71,Sandoval,NM,2
,,,,,
93444,35.05,-120.48,San Luis Obispo,CA,2
,,,,,
94062,37.4,-122.29,San Mateo,CA,35
,,,,,
94549,37.9,-122.11,Contra Costa,CA,31
,,,,,
95628,38.65,-121.25,Sacramento,CA,2
,,,,,
61821,40.11,-88.26,Champaign,IL,1
,,,,,
95121,37.3,-121.8,Santa Clara,CA,2
,,,,,
97405,43.92,-123.08,Lane,OR,2
,,,,,
2110,42.35,-71.06,Suffolk,MA,1
,,,,,
61201,41.47,-90.58,Rock Island,IL,1
,,,,,
92111,32.8,-117.16,San Diego,CA,1
,,,,,
95227,38.21,-121.03,San Joaquin,CA,1
,,,,,
95814,38.58,-121.49,Sacramento,CA,3
,,,,,
15218,40.43,-79.97,Allegheny,PA,2
,,,,,
19026,39.94,-75.3,Delaware,PA,1
,,,,,
55404,44.96,-93.26,Hennepin,MN,1
,,,,,
66227,38.9,-94.68,Johnson,KS,1
,,,,,
80120,39.59,-105.01,Arapahoe,CO,2
,,,,,
94804,37.92,-122.34,Contra Costa,CA,19
,,,,,
97220,45.55,-122.56,Multnomah,OR,1
,,,,,
98122,47.61,-122.3,King,WA,1
,,,,,
2019,42.09,-71.47,Norfolk,MA,1
,,,,,
2170,42.26,-71,Norfolk,MA,1
,,,,,
28152,35.28,-81.54,Cleveland,NC,1
,,,,,
37212,36.17,-86.78,Davidson,TN,1
,,,,,
63146,38.63,-90.24,St Louis,MO,2
,,,,,
92503,33.89,-117.44,Riverside,CA,1
,,,,,
94552,37.69,-122.01,Alameda,CA,10
,,,,,
95969,39.74,-121.61,Butte,CA,2
,,,,,
2865,41.91,-71.45,Providence,RI,1
,,,,,
19128,39.95,-75.16,Philadelphia,PA,1
,,,,,
30062,33.95,-84.54,Cobb,GA,1
,,,,,
31410,32.08,-81.1,Chatham,GA,1
,,,,,
45601,39.33,-82.98,Ross,OH,1
,,,,,
47987,40.11,-87.25,Fountain,IN,1
,,,,,
85375,33.67,-112.36,Maricopa,AZ,3
,,,,,
41649,37.57,-82.75,Floyd,KY,1
,,,,,
77058,29.76,-95.38,Harris,TX,1
,,,,,
92130,32.95,-117.19,San Diego,CA,1
,,,,,
93110,34.43,-119.77,Santa Barbara,CA,1
,,,,,
97415,42.13,-124.24,Curry,OR,2
,,,,,
98033,47.67,-122.18,King,WA,1
,,,,,
7001,40.58,-74.27,Middlesex,NJ,1
,,,,,
21774,39.38,-77.27,Frederick,MD,1
,,,,,
85658,32.51,-111.16,Pima,AZ,1
,,,,,
98109,47.63,-122.34,King,WA,1
,,,,,
11050,40.82,-73.68,Nassau,NY,3
,,,,,
29745,34.99,-81.23,York,SC,1
,,,,,
56201,45.12,-95.04,Kandiyohi,MN,1
,,,,,
85032,33.62,-112,Maricopa,AZ,1
,,,,,
87106,35.11,-106.62,Bernalillo,NM,2
,,,,,
95818,38.55,-121.49,Sacramento,CA,5
,,,,,
6515,41.31,-72.92,New Haven,CT,1
,,,,,
2141,42.37,-71.11,Middlesex,MA,1
,,,,,
34744,28.3,-81.41,Osceola,FL,2
,,,,,
66043,39.24,-94.88,Leavenworth,KS,1
,,,,,
71901,34.5,-93.05,Garland,AR,1
,,,,,
92071,32.85,-116.99,San Diego,CA,1
,,,,,
2108,42.35,-71.06,Suffolk,MA,1
,,,,,
2151,42.41,-70.99,Suffolk,MA,1
,,,,,
32504,30.44,-87.18,Escambia,FL,1
,,,,,
39560,30.36,-89.16,Harrison,MS,1
,,,,,
45429,39.77,-84.19,Montgomery,OH,1
,,,,,
55001,44.9,-92.81,Washington,MN,1
,,,,,
10801,40.92,-73.77,Westchester,NY,1
,,,,,
1060,42.32,-72.67,Hampshire,MA,1
,,,,,
19003,40,-75.29,Delaware,PA,2
,,,,,
70506,30.21,-92.02,Lafayette Parish,LA,1
,,,,,
91321,34.36,-118.47,Los Angeles,CA,1
,,,,,
53073,43.74,-87.97,Sheboygan,WI,1
,,,,,
94960,37.99,-122.58,Marin,CA,34
,,,,,
27215,36.08,-79.44,Alamance,NC,1
,,,,,
31030,32.55,-83.88,Peach,GA,1
,,,,,
43015,40.29,-83.08,Delaware,OH,1
,,,,,
55082,45.05,-92.82,Washington,MN,1
,,,,,
94545,37.62,-122.11,Alameda,CA,2
,,,,,
6795,41.61,-73.12,Litchfield,CT,1
,,,,,
33993,26.63,-81.99,Lee,FL,1
,,,,,
80501,40.17,-105.11,Boulder,CO,3
,,,,,
95402,38.47,-122.6,Sonoma,CA,1
,,,,,
98362,47.99,-123.25,Clallam,WA,1
,,,,,
68521,40.81,-96.68,Lancaster,NE,1
,,,,,
90630,33.81,-118.03,Orange,CA,1
,,,,,
96161,39.33,-120.24,Nevada,CA,3
,,,,,
7871,41.04,-74.62,Sussex,NJ,1
,,,,,
92116,32.76,-117.12,San Diego,CA,2
,,,,,
59405,47.29,-111.34,Cascade,MT,1
,,,,,
85715,32.25,-110.82,Pima,AZ,1
,,,,,
94941,37.89,-122.56,Marin,CA,115
,,,,,
24592,36.7,-78.9,Halifax,VA,1
,,,,,
27944,36.18,-76.47,Perquimans,NC,1
,,,,,
89131,36.3,-115.24,Clark,NV,1
,,,,,
22003,38.83,-77.21,Fairfax,VA,1
,,,,,
60901,41.11,-87.86,Kankakee,IL,1
,,,,,
95212,38.04,-121.2,San Joaquin,CA,4
,,,,,
95747,38.78,-121.37,Placer,CA,4
,,,,,
94074,37.33,-122.34,San Mateo,CA,1
,,,,,
17601,40.04,-76.3,Lancaster,PA,2
,,,,,
63303,38.79,-90.51,St Charles,MO,1
,,,,,
85248,33.24,-111.96,Maricopa,AZ,2
,,,,,
11236,40.64,-73.94,Kings,NY,1
,,,,,
1757,42.14,-71.51,Worcester,MA,1
,,,,,
2571,41.76,-70.71,Plymouth,MA,1
,,,,,
19014,39.86,-75.43,Delaware,PA,1
,,,,,
77802,30.66,-96.36,Brazos,TX,1
,,,,,
95621,38.69,-121.31,Sacramento,CA,5
,,,,,
22407,38.29,-77.48,Spotsylvania,VA,1
,,,,,
42104,36.97,-86.44,Warren,KY,2
,,,,,
45801,40.74,-84.11,Allen,OH,2
,,,,,
11545,40.84,-73.61,Nassau,NY,1
,,,,,
6410,41.5,-72.9,New Haven,CT,1
,,,,,
2631,41.76,-70.08,Barnstable,MA,1
,,,,,
31047,32.45,-83.58,Houston,GA,1
,,,,,
94131,37.74,-122.44,San Francisco,CA,78
,,,,,
7002,40.66,-74.11,Hudson,NJ,1
,,,,,
89106,36.18,-115.17,Clark,NV,2
,,,,,
95122,37.33,-121.83,Santa Clara,CA,1
,,,,,
95451,38.91,-122.79,Lake,CA,3
,,,,,
18630,41.61,-76.04,Susquehanna,PA,1
,,,,,
93449,35.15,-120.66,San Luis Obispo,CA,1
,,,,,
94044,37.6,-122.45,San Mateo,CA,44
,,,,,
24138,37.05,-80.36,Montgomery,VA,1
,,,,,
30097,34,-84.15,Gwinnett,GA,1
,,,,,
32720,29.05,-81.31,Volusia,FL,1
,,,,,
53029,43.09,-88.34,Waukesha,WI,1
,,,,,
94620,37.77,-122.21,Alameda,CA,1
,,,,,
95242,38.13,-121.39,San Joaquin,CA,2
,,,,,
22508,38.33,-77.79,Orange,VA,2
,,,,,
45014,39.33,-84.54,Butler,OH,1
,,,,,
79416,33.57,-101.87,Lubbock,TX,1
,,,,,
83539,46.08,-115.86,Idaho,ID,1
,,,,,
85041,33.38,-112.11,Maricopa,AZ,1
,,,,,
19104,39.95,-75.16,Philadelphia,PA,1
,,,,,
19116,39.95,-75.16,Philadelphia,PA,1
,,,,,
94114,37.75,-122.43,San Francisco,CA,100
,,,,,
94599,38.41,-122.36,Napa,CA,2
,,,,,
97330,44.63,-123.27,Benton,OR,1
,,,,,
20837,39.14,-77.41,Montgomery,MD,1
,,,,,
91702,34.17,-117.87,Los Angeles,CA,1
,,,,,
94126,37.79,-122.39,San Francisco,CA,1
,,,,,
12518,41.41,-74.04,Orange,NY,1
,,,,,
1830,42.78,-71.08,Essex,MA,1
,,,,,
27610,35.82,-78.65,Wake,NC,1
,,,,,
37209,36.17,-86.78,Davidson,TN,1
,,,,,
90807,33.83,-118.18,Los Angeles,CA,1
,,,,,
92008,33.13,-117.3,San Diego,CA,1
,,,,,
44035,41.37,-82.1,Lorain,OH,1
,,,,,
53122,43.04,-88.08,Waukesha,WI,1
,,,,,
75080,32.97,-96.7,Dallas,TX,1
,,,,,
88355,33.36,-105.64,Lincoln,NM,1
,,,,,
96720,19.69,-155.08,Hawaii,HI,1
,,,,,
19146,39.95,-75.16,Philadelphia,PA,1
,,,,,
45417,39.77,-84.19,Montgomery,OH,1
,,,,,
49783,46.48,-84.36,Chippewa,MI,1
,,,,,
53704,43.07,-89.38,Dane,WI,1
,,,,,
60302,41.88,-87.78,Cook,IL,2
,,,,,
60655,41.83,-87.68,Cook,IL,2
,,,,,
77079,29.76,-95.38,Harris,TX,1
,,,,,
90605,33.94,-118.03,Los Angeles,CA,1
,,,,,
97402,44.04,-123.22,Lane,OR,2
,,,,,
5405,44.48,-73.22,Chittenden,VT,1
,,,,,
20850,39.08,-77.15,Montgomery,MD,3
,,,,,
85356,32.7,-114.17,Yuma,AZ,2
,,,,,
8062,39.73,-75.22,Gloucester,NJ,1
,,,,,
28601,35.73,-81.32,Catawba,NC,2
,,,,,
32174,29.28,-81.06,Volusia,FL,1
,,,,,
40047,38.04,-85.55,Bullitt,KY,1
,,,,,
59241,48.42,-107.03,Valley,MT,1
,,,,,
63130,38.63,-90.24,St Louis,MO,2
,,,,,
92264,33.72,-116.51,Riverside,CA,1
,,,,,
94807,37.92,-122.35,Contra Costa,CA,2
,,,,,
98312,47.57,-122.75,Kitsap,WA,1
,,,,,
12065,42.85,-73.8,Saratoga,NY,1
,,,,,
46324,41.62,-87.49,Lake,IN,1
,,,,,
89128,36.19,-115.26,Clark,NV,1
,,,,,
93035,34.19,-119.23,Ventura,CA,2
,,,,,
95673,38.68,-121.45,Sacramento,CA,1
,,,,,
17257,40.04,-77.52,Cumberland,PA,1
,,,,,
21224,39.3,-76.61,Baltimore City,MD,1
,,,,,
44077,41.72,-81.24,Lake,OH,1
,,,,,
53402,42.72,-87.8,Racine,WI,1
,,,,,
92036,32.99,-116.41,San Diego,CA,1
,,,,,
95133,37.37,-121.86,Santa Clara,CA,2
,,,,,
32137,29.57,-81.21,Flagler,FL,2
,,,,,
48109,42.27,-83.73,Washtenaw,MI,1
,,,,,
75044,32.91,-96.62,Dallas,TX,1
,,,,,
90029,34.09,-118.29,Los Angeles,CA,1
,,,,,
95604,38.9,-121.06,Placer,CA,1
,,,,,
28467,33.89,-78.57,Brunswick,NC,1
,,,,,
28650,35.57,-81.2,Catawba,NC,1
,,,,,
33837,28.16,-81.6,Polk,FL,1
,,,,,
53563,42.77,-88.94,Rock,WI,1
,,,,,
95113,37.33,-121.89,Santa Clara,CA,1
,,,,,
60605,41.83,-87.68,Cook,IL,2
,,,,,
75006,32.98,-96.89,Dallas,TX,1
,,,,,
45245,39.09,-84.51,Clermont,OH,1
,,,,,
89084,36.3,-115.15,Clark,NV,1
,,,,,
94027,37.44,-122.2,San Mateo,CA,8
,,,,,
95046,37.1,-121.6,Santa Clara,CA,3
,,,,,
95126,37.32,-121.91,Santa Clara,CA,13
,,,,,
95816,38.57,-121.46,Sacramento,CA,4
,,,,,
9173,0,0,,AE,1
,,,,,
30342,33.88,-84.37,Fulton,GA,1
,,,,,
37841,36.5,-84.51,Scott,TN,1
,,,,,
55112,44.94,-93.1,Ramsey,MN,1
,,,,,
91335,34.2,-118.54,Los Angeles,CA,1
,,,,,
94583,37.78,-121.99,Contra Costa,CA,16
,,,,,
97304,45.02,-123.11,Polk,OR,1
,,,,,
3108,42.99,-71.45,Hillsborough,NH,1
,,,,,
1545,42.3,-71.71,Worcester,MA,2
,,,,,
28732,35.43,-82.5,Buncombe,NC,1
,,,,,
35650,34.48,-87.28,Lawrence,AL,1
,,,,,
63143,38.63,-90.24,St Louis,MO,1
,,,,,
95382,37.53,-120.84,Stanislaus,CA,1
,,,,,
63110,38.63,-90.24,St Louis City,MO,1
,,,,,
76102,32.75,-97.33,Tarrant,TX,2
,,,,,
95618,38.53,-121.66,Yolo,CA,2
,,,,,
1560,42.17,-71.68,Worcester,MA,1
,,,,,
14506,42.99,-77.49,Monroe,NY,1
,,,,,
48428,42.94,-83.12,Lapeer,MI,1
,,,,,
57069,42.78,-96.92,Clay,SD,1
,,,,,
95076,36.95,-121.72,Santa Cruz,CA,13
,,,,,
97031,45.61,-121.58,Hood River,OR,1
,,,,,
98155,47.75,-122.29,King,WA,1
,,,,,
98365,47.89,-122.7,Jefferson,WA,1
,,,,,
3077,43.03,-71.17,Rockingham,NH,1
,,,,,
65725,37.46,-93.27,Polk,MO,1
,,,,,
94933,38.01,-122.69,Marin,CA,1
,,,,,
95012,36.76,-121.75,Monterey,CA,2
,,,,,
95503,40.71,-124.11,Humboldt,CA,1
,,,,,
95824,38.51,-121.44,Sacramento,CA,1
,,,,,
37064,35.92,-86.84,Williamson,TN,1
,,,,,
81501,39.08,-108.55,Mesa,CO,1
,,,,,
24179,37.27,-79.88,Roanoke,VA,2
,,,,,
32162,28.92,-81.92,Sumter,FL,1
,,,,,
33702,27.75,-82.64,Pinellas,FL,1
,,,,,
76511,30.79,-97.42,Bell,TX,1
,,,,,
94306,37.41,-122.13,Santa Clara,CA,21
,,,,,
27519,35.78,-78.79,Wake,NC,2
,,,,,
63456,39.65,-91.73,Ralls,MO,1
,,,,,
76084,32.42,-97.1,Johnson,TX,1
,,,,,
98408,47.19,-122.44,Pierce,WA,2
,,,,,
7856,40.91,-74.64,Morris,NJ,1
,,,,,
14610,43.16,-77.61,Monroe,NY,1
,,,,,
60022,42.13,-87.76,Cook,IL,1
,,,,,
62450,38.73,-88.08,Richland,IL,1
,,,,,
78640,29.99,-97.87,Hays,TX,1
,,,,,
91390,34.53,-118.4,Los Angeles,CA,2
,,,,,
94403,37.54,-122.3,San Mateo,CA,32
,,,,,
95683,38.51,-121.12,Sacramento,CA,1
,,,,,
97388,44.88,-124.03,Lincoln,OR,1
,,,,,
2767,41.93,-71.04,Bristol,MA,1
,,,,,
23235,37.55,-77.46,Chesterfield,VA,1
,,,,,
94555,37.55,-122.07,Alameda,CA,8
,,,,,
95258,38.16,-121.29,San Joaquin,CA,1
,,,,,
95531,41.78,-124.16,Del Norte,CA,1
,,,,,
4963,44.55,-69.71,Kennebec,ME,1
,,,,,
27587,35.97,-78.52,Wake,NC,1
,,,,,
80134,39.5,-104.76,Douglas,CO,1
,,,,,
93245,36.29,-119.82,Kings,CA,2
,,,,,
2638,41.73,-70.2,Barnstable,MA,1
,,,,,
13032,43.08,-75.75,Madison,NY,1
,,,,,
28056,35.25,-81.17,Gaston,NC,1
,,,,,
84128,40.7,-112.05,Salt Lake,UT,1
,,,,,
93401,35.25,-120.62,San Luis Obispo,CA,1
,,,,,
15233,40.43,-79.97,Allegheny,PA,1
,,,,,
55124,44.94,-93.1,Dakota,MN,2
,,,,,
86336,34.94,-111.94,Yavapai,AZ,2
,,,,,
90034,34.02,-118.39,Los Angeles,CA,1
,,,,,
95004,36.87,-121.63,Monterey,CA,2
,,,,,
38355,35.8,-88.77,Gibson,TN,1
,,,,,
70501,30.21,-92.02,Lafayette Parish,LA,1
,,,,,
78552,26.19,-97.68,Cameron,TX,1
,,,,,
89703,39.16,-119.86,Carson City,NV,1
,,,,,
90046,34.1,-118.37,Los Angeles,CA,1
,,,,,
91607,34.16,-118.4,Los Angeles,CA,2
,,,,,
92661,33.6,-117.9,Orange,CA,1
,,,,,
95301,37.32,-120.63,Merced,CA,1
,,,,,
95610,38.69,-121.26,Sacramento,CA,5
,,,,,
7470,40.94,-74.24,Passaic,NJ,1
,,,,,
26201,38.98,-80.22,Upshur,WV,1
,,,,,
89523,39.49,-119.9,Washoe,NV,1
,,,,,
94942,37.9,-122.52,Marin,CA,2
,,,,,
95001,36.97,-121.89,Santa Cruz,CA,1
,,,,,
95453,39.04,-122.93,Lake,CA,1
,,,,,
98028,47.75,-122.24,King,WA,2
,,,,,
2474,42.41,-71.16,Middlesex,MA,1
,,,,,
5672,44.46,-72.68,Lamoille,VT,1
,,,,,
18901,40.31,-75.12,Bucks,PA,1
,,,,,
19050,39.94,-75.27,Delaware,PA,1
,,,,,
27012,36.02,-80.38,Forsyth,NC,1
,,,,,
60194,42.03,-88.08,Cook,IL,1
,,,,,
82072,41.31,-105.58,Albany,WY,1
,,,,,
93442,35.38,-120.78,San Luis Obispo,CA,1
,,,,,
98112,47.63,-122.29,King,WA,1
,,,,,
12345,42.8,-73.92,Schenectady,NY,1
,,,,,
31792,30.83,-83.97,Thomas,GA,1
,,,,,
32308,30.45,-84.28,Leon,FL,1
,,,,,
55406,44.96,-93.26,Hennepin,MN,2
,,,,,
98221,48.46,-122.6,Skagit,WA,2
,,,,,
22554,38.42,-77.4,Stafford,VA,1
,,,,,
95209,38.04,-121.35,San Joaquin,CA,5
,,,,,
97814,44.81,-117.74,Baker,OR,1
,,,,,
85249,33.24,-111.78,Maricopa,AZ,3
,,,,,
91362,34.19,-118.81,Ventura,CA,2
,,,,,
95130,37.28,-121.98,Santa Clara,CA,2
,,,,,
96814,21.3,-157.85,Honolulu,HI,1
,,,,,
98665,45.67,-122.66,Clark,WA,1
,,,,,
7066,40.62,-74.31,Union,NJ,1
,,,,,
14456,42.86,-76.98,Ontario,NY,2
,,,,,
17013,40.2,-77.2,Cumberland,PA,1
,,,,,
20906,39.01,-77.02,Montgomery,MD,1
,,,,,
90277,33.83,-118.38,Los Angeles,CA,1
,,,,,
94086,37.36,-122.02,Santa Clara,CA,14
,,,,,
95425,38.78,-122.92,Sonoma,CA,2
,,,,,
11225,40.64,-73.94,Kings,NY,1
,,,,,
39825,30.94,-84.71,Decatur,GA,1
,,,,,
62702,39.78,-89.64,Sangamon,IL,1
,,,,,
94596,37.89,-122.03,Contra Costa,CA,13
,,,,,
94806,37.98,-122.33,Contra Costa,CA,12
,,,,,
95055,37.33,-121.98,Santa Clara,CA,2
,,,,,
95670,38.6,-121.26,Sacramento,CA,4
,,,,,
95942,39.97,-121.64,Butte,CA,1
